2610008E11Rik,1
2610039C10Rik,1
2610305D13Rik,-1
2700081O15Rik,1
3110052M02Rik,-1
4930522L14Rik,1
5730507C01Rik,-1
9130019O22Rik,1
A430033K04Rik,-1
AA987161,-1
AI607873,1
AI987944,-1
Abra,-1
Abt1,1
Actl6a,1
Actn2,-1
Adnp,1
Aebp1,1
Aebp2,1
Aes,1
Aff1,1
Aff2,1
Aff3,1
Ahr,1
Aim2,-1
Aire,-1
Alx1,-1
Alx3,1
Alx4,-1
Ankrd1,-1
Apbb3,-1
Ar,1
Arid3a,-1
Arid3b,-1
Arid4a,1
Arid4b,1
Arid5a,1
Arid5b,1
Arnt2,-1
Arntl,1
Arntl2,-1
Arx,-1
Ascl1,-1
Ascl2,-1
Ascl3,-1
Ash1l,1
Ash2l,1
Atf3,1
Atf5,1
Atf6,1
Atf6b,1
Atn1,1
Atoh1,-1
Atoh8,1
Atxn7l3,1
BC006779,1
BC094916,-1
Bach2,-1
Bahd1,1
Barhl1,-1
Barx1,1
Barx2,-1
Batf,-1
Batf2,-1
Batf3,-1
Baz1a,1
Baz2b,1
Bbx,1
Bcl10,1
Bcl11a,1
Bcl11b,1
Bcl3,1
Bcl6,1
Bcl6b,-1
Bcl9l,1
Bcor,1
Bhlha15,-1
Bhlhe22,-1
Bhlhe23,-1
Bhlhe40,1
Bhlhe41,1
Bnc1,-1
Bnc2,1
Bnip3,1
Brca1,-1
Brd9,1
Brdt,-1
Bsx,-1
C1d,-1
C80913,1
Camta1,-1
Camta2,1
Carhsp1,1
Casp8ap2,-1
Cbx4,1
Cbx5,1
Cbx7,1
Cbx8,-1
Ccdc79,-1
Ccne1,-1
Cdk7,1
Cdr2,1
Cdx1,1
Cdx2,-1
Cebpa,1
Cebpb,1
Cebpe,-1
Cenpa,1
Cenph,-1
Cenpi,-1
Cenpk,-1
Cenpn,-1
Cenpo,-1
Cenpp,-1
Cenpq,-1
Cenpv,1
Chd1l,1
Chd3,1
Chd5,-1
Chd6,1
Chmp3,1
Chrac1,-1
Ciita,-1
Cir1,1
Cited1,1
Clock,1
Cnot4,1
Cops5,-1
Cphx,-1
Creb3l1,1
Creb3l2,1
Creb3l3,1
Creb3l4,-1
Creb5,1
Crebl2,1
Creg1,1
Crem,-1
Crtc1,1
Crym,-1
Csda,1
Csdc2,-1
Csrp2,1
Csrp3,-1
Ctcfl,-1
Cux2,-1
Dach1,-1
Dbp,1
Dbx1,-1
Dcc,-1
Ddit3,1
Ddx1,1
Deaf1,1
Dlx1,-1
Dlx2,-1
Dlx3,-1
Dlx4,-1
Dlx5,1
Dlx6,-1
Dmap1,1
Dmrt1,-1
Dmrt2,-1
Dmrt3,1
Dmrta2,-1
Dmrtb1,-1
Dmrtc2,-1
Dmtf1,-1
Dnajc1,1
Dnajc2,-1
Dnmt3b,-1
Dpf1,-1
Dtx1,-1
Duxbl,-1
E2f1,1
E2f2,-1
E2f3,-1
E2f5,-1
E2f6,1
E2f7,-1
E2f8,-1
E430018J23Rik,-1
Ebf1,1
Ebf2,-1
Ebf3,1
Ebf4,-1
Eed,-1
Egr1,1
Egr2,1
Egr3,1
Egr4,-1
Ehf,-1
Elf1,1
Elf3,-1
Elf4,1
Elf5,-1
Elk1,1
Elk3,1
Elk4,1
Emx1,1
Emx2,-1
Eny2,1
Eomes,-1
Epas1,1
Erf,1
Erg,-1
Esr1,1
Esr2,-1
Esrra,1
Esrrb,-1
Esrrg,-1
Esx1,-1
Etohi1,1
Ets1,1
Ets2,1
Etv1,1
Etv2,-1
Etv3,1
Etv4,-1
Etv5,1
Etv6,1
Evx2,1
Ezh2,1
Fev,1
Fezf1,-1
Fezf2,-1
Fhl2,1
Fhl5,-1
Figla,-1
Fiz1,1
Fli1,1
Fos,1
Fosb,1
Fosl1,1
Fosl2,1
Foxa1,-1
Foxa2,-1
Foxa3,-1
Foxb2,1
Foxc1,-1
Foxc2,-1
Foxd1,-1
Foxd2,1
Foxd3,-1
Foxd4,-1
Foxe1,1
Foxe3,1
Foxf1,-1
Foxf2,-1
Foxg1,-1
Foxh1,-1
Foxi1,-1
Foxi2,1
Foxi3,-1
Foxj1,-1
Foxj2,1
Foxk1,1
Foxl2,1
Foxm1,-1
Foxn1,-1
Foxn2,1
Foxn4,-1
Foxo1,1
Foxo4,1
Foxo6,-1
Foxp1,1
Foxp2,-1
Foxp3,-1
Foxp4,1
Foxq1,-1
Foxr1,-1
Foxs1,-1
Gabpa,1
Gabpb1,1
Gata1,-1
Gata2,-1
Gata3,-1
Gata4,-1
Gata5,-1
Gata6,-1
Gbx1,-1
Gbx2,-1
Gcm1,-1
Gcm2,-1
Gfi1b,1
Gli1,1
Gli2,1
Gli3,1
Glis1,1
Glis2,1
Glis3,1
Gm10324,-1
Gm10778,-1
Gm13051,-1
Gm13139,-1
Gm13242,-1
Gm14305,1
Gm14430,1
Gm14432,1
Gm22,1
Gm239,-1
Gm4745,-1
Gm5595,-1
Gm608,1
Gm6710,1
Gm98,-1
Gmeb1,-1
Gmeb2,1
Gmnn,-1
Greb1,-1
Grhl1,-1
Grhl2,-1
Grhl3,-1
Grip1,-1
Grlf1,1
Gsc,1
Gsc2,1
Gsx1,-1
Gsx2,-1
Gtf2a1l,-1
Gtf2a2,-1
Gtf2i,1
Gtf2ird1,1
Gtf2ird2,-1
Gzf1,-1
Hand1,-1
Hand2,-1
Hcfc2,1
Hdac2,1
Hdac3,1
Hdac5,1
Hdac7,1
Hdac8,-1
Hdx,-1
Hells,-1
Hes1,1
Hes5,1
Hes6,1
Hes7,-1
Hey1,1
Hey2,-1
Heyl,1
Hhex,-1
Hic1,1
Hic2,-1
Hinfp,-1
Hipk2,1
Hist4h4,1
Hivep2,1
Hivep3,-1
Hlf,1
Hltf,-1
Hlx,-1
Hmg20b,1
Hmga2,-1
Hmgb2,-1
Hmgb3,-1
Hmgb4,-1
