0610005C13Rik,71661,,,,,,,,,
0610006L08Rik,76253,,,,,,,,,
0610007N19Rik,100616095,,,,,,,,,
0610007P14Rik,58520,,,,,,,,,
0610009B22Rik,66050,,,,,,,,,
0610009D07Rik,66055,,,,,,,,,
0610009E02Rik,100125929,,,,,,,,,
0610009L18Rik,66838,,,,,,,,,
0610009O20Rik,66839,,,,,,,,,
0610010F05Rik,71675,,,,,,,,,
0610010K14Rik,104457,,,,,,,,,
0610011F06Rik,68347,,,,,,,,,
0610012G03Rik,106264,,,,,,,,,
0610025J13Rik,78687,,,,,,,,,
0610030E20Rik,68364,,,,,,,,,
0610031J06Rik,56700,,,,,,,,,
0610031O16Rik,68369,,,,,,,,,
0610033M10Rik,74093,,,,,,,,,
0610037L13Rik,74098,,,,,,,,,
0610038B21Rik,70345,,,,,,,,,
0610039K10Rik,68386,,,,,,,,,
0610040B10Rik,67672,,,,,,,,,
0610040F04Rik,75394,,,,,,,,,
0610040J01Rik,76261,,,,,,,,,
0610043K17Rik,68400,,,,,,,,,
1010001B22Rik,75403,,,,,,,,,
1010001N08Rik,68434,,,,,,,,,
1110001A16Rik,68554,,,,,,,,,
1110001J03Rik,66117,,,,,,,,,
1110002E22Rik,102634333,,,,,,,,,
1110002J07Rik,68488,,,,,,,,,
1110002L01Rik,100043040,,,,,,,,,
1110002O04Rik,68483,,,,,,,,,
1110003F10Rik,68476,,,,,,,,,
1110004E09Rik,68001,,,,,,,,,
1110004F10Rik,56372,,,,,,,,,
1110006O24Rik,66123,,,,,,,,,
1110007C09Rik,68480,,,,,,,,,
1110008F13Rik,67388,,,,,,,,,
1110008J03Rik,100764,,,,,,,,,
1110008L16Rik,66132,,,,,,,,,
1110008P14Rik,73737,,,,,,,,,
1110012L19Rik,68618,,,,,,,,,
1110017D15Rik,73721,,,,,,,,,
1110018N20Rik,68941,,,,,,,,,
1110019D14Rik,76311,,,,,,,,,
1110020A21Rik,68531,,,,,,,,,
1110025M09Rik,68635,,,,,,,,,
1110028F11Rik,68690,,,,,,,,,
1110032A03Rik,68721,,,,,,,,,
1110032F04Rik,68725,,,,,,,,,
1110034G24Rik,73747,,,,,,,,,
1110035H17Rik,68686,,,,,,,,,
1110037F02Rik,66185,,,,,,,,,
1110038B12Rik,68763,,,,,,,,,
1110038F14Rik,117171,,,,,,,,,
1110046J04Rik,68808,,,,,,,,,
1110051M20Rik,228356,,,,,,,,,
1110054M08Rik,68841,,,,,,,,,
1110057K04Rik,68832,,,,,,,,,
1110058L19Rik,68002,,,,,,,,,
1110059E24Rik,66206,,,,,,,,,
1110059G10Rik,66202,,,,,,,,,
1110065P20Rik,68920,,,,,,,,,
1190002N15Rik,68861,,,,,,,,,
1190005I06Rik,68918,105734727,,,,,,,,
1190007I07Rik,544717,,,,,,,,,
1200007C13Rik,74119,,,,,,,,,
1200014J11Rik,66874,,,,,,,,,
1300002E11Rik,100043489,,,,,,,,,
1300017J02Rik,71775,,,,,,,,,
1500002C15Rik,102636313,,,,,,,,,
1500002F19Rik,76683,,,,,,,,,
1500004A13Rik,319830,229521,,,,,,,,
1500009C09Rik,76505,,,,,,,,,
1500009L16Rik,69784,,,,,,,,,
1500011B03Rik,66236,,,,,,,,,
1500011K16Rik,67885,,,,,,,,,
1500012F01Rik,68949,,,,,,,,,
1500015A07Rik,68982,,,,,,,,,
1500015L24Rik,68994,,,,,,,,,
1500015O10Rik,78896,,,,,,,,,
1500017E21Rik,668215,,,,,,,,,
1500026H17Rik,69002,,,,,,,,,
1500035N22Rik,70258,,,,,,,,,
1520401A03Rik,320309,,,,,,,,,
1600002D24Rik,69776,,,,,,,,,
1600002H07Rik,72016,,,,,,,,,
1600002K03Rik,69770,,,,,,,,,
1600010M07Rik,69781,,,,,,,,,
1600012H06Rik,67912,,,,,,,,,
1600012P17Rik,72025,,,,,,,,,
1600014C10Rik,72244,,,,,,,,,
1600014C23Rik,72240,,,,,,,,,
1600015I10Rik,69761,,,,,,,,,
1600020E01Rik,72012,,,,,,,,,
1600023N17Rik,69788,,,,,,,,,
1600025M17Rik,72030,,,,,,,,,
1600027J07Rik,69794,,,,,,,,,
1600029O15Rik,665268,,,,,,,,,
1700001C02Rik,75434,,,,,,,,,
1700001C19Rik,75462,,,,,,,,,
1700001F09Rik,71826,,,,,,,,,
1700001G01Rik,75433,,,,,,,,,
1700001G11Rik,69303,,,,,,,,,
1700001G17Rik,67503,,,,,,,,,
1700001J03Rik,69282,,,,,,,,,
1700001J04Rik,102633312,,,,,,,,,
1700001J11Rik,72224,,,,,,,,,
1700001K19Rik,66323,,,,,,,,,
1700001L05Rik,69291,,,,,,,,,
1700001L19Rik,69315,,,,,,,,,
1700001O22Rik,73598,,,,,,,,,
1700001P01Rik,72215,,,,,,,,,
1700003C15Rik,69345,,,,,,,,,
1700003E16Rik,71837,,,,,,,,,
1700003E24Rik,100042663,,,,,,,,,
1700003F12Rik,75480,,,,,,,,,
1700003G13Rik,72229,,,,,,,,,
1700003G18Rik,69350,,,,,,,,,
1700003H04Rik,384775,,,,,,,,,
1700003I22Rik,69356,,,,,,,,,
1700003L19Rik,75493,,,,,,,,,
1700003M07Rik,72225,,,,,,,,,
1700003P14Rik,75890,,,,,,,,,
1700006A11Rik,71824,,,,,,,,,
1700006E09Rik,75437,,,,,,,,,
1700006F04Rik,75432,,,,,,,,,
1700006H21Rik,72257,,,,,,,,,
1700006J14Rik,321010,,,,,,,,,
1700006P03Rik,78378,,,,,,,,,
1700007B14Rik,71831,,,,,,,,,
1700007E05Rik,114672,,,,,,,,,
1700007F19Rik,67850,,,,,,,,,
1700007G11Rik,75784,,,,,,,,,
1700007J10Rik,69320,,,,,,,,,
1700007K09Rik,69318,,,,,,,,,
1700007K13Rik,69327,,,,,,,,,
1700007L15Rik,100502742,,,,,,,,,
1700007P06Rik,69308,,,,,,,,,
1700008A23Rik,75463,,,,,,,,,
1700008B11Rik,66321,,,,,,,,,
1700008J07Rik,629159,,,,,,,,,
1700008K24Rik,69311,,,,,,,,,
1700008N11Rik,75442,,,,,,,,,
1700008O03Rik,69349,,,,,,,,,
1700008P02Rik,69347,,,,,,,,,
1700009C05Rik,74220,,,,,,,,,
1700009J07Rik,75188,,,,,,,,,
1700009N14Rik,75471,,,,,,,,,
1700010B08Rik,75485,,,,,,,,,
1700010B13Rik,100503661,,,,,,,,,
1700010D01Rik,76386,,,,,,,,,
1700010H22Rik,75500,,,,,,,,,
1700010I02Rik,75476,,,,,,,,,
1700010I14Rik,66931,,,,,,,,,
1700010J16Rik,69355,,,,,,,,,
1700010K23Rik,75501,,,,,,,,,
1700010K24Rik,75440,,,,,,,,,
1700010L04Rik,619808,,,,,,,,,
1700010N08Rik,105247250,545951,,,,,,,,
1700011B04Rik,100503727,,,,,,,,,
1700011C11Rik,75451,,,,,,,,,
1700011D18Rik,75464,,,,,,,,,
1700011H14Rik,67082,,,,,,,,,
1700011I03Rik,75444,,,,,,,,,
1700011J10Rik,100503849,,,,,,,,,
1700011L22Rik,67687,,,,,,,,,
1700011M02Rik,75443,,,,,,,,,
1700012A03Rik,76382,,,,,,,,,
1700012B07Rik,69324,,,,,,,,,
1700012B09Rik,69325,,,,,,,,,
1700012B15Rik,74173,,,,,,,,,
1700012C14Rik,69337,,,,,,,,,
1700012D14Rik,75479,,,,,,,,,
1700012D16Rik,75489,,,,,,,,,
1700012E03Rik,76567,,,,,,,,,
1700012J22Rik,75496,,,,,,,,,
1700012P22Rik,69364,,,,,,,,,
1700013A02Rik,69366,,,,,,,,,
1700013D24Rik,76921,,,,,,,,,
1700013F07Rik,75504,,,,,,,,,
1700013G24Rik,69380,,,,,,,,,
1700013H16Rik,75514,,,,,,,,,
1700013M08Rik,75505,,,,,,,,,
1700013N06Rik,75634,,,,,,,,,
1700014D04Rik,102638268,,,,,,,,,
1700014F14Rik,76922,,,,,,,,,
1700014L14Rik,108167578,,,,,,,,,
1700015C17Rik,76928,,,,,,,,,
1700015F17Rik,381716,,,,,,,,,
1700015G11Rik,100503036,,,,,,,,,
1700015O11Rik,71855,,,,,,,,,
1700016A09Rik,74227,,,,,,,,,
1700016B15Rik,69427,,,,,,,,,
1700016C15Rik,69428,,,,,,,,,
1700016D06Rik,76413,,,,,,,,,
1700016D08Rik,78377,,,,,,,,,
1700016F12Rik,69424,,,,,,,,,
1700016G14Rik,666145,,,,,,,,,
1700016G22Rik,71867,,,,,,,,,
1700016H13Rik,74218,,,,,,,,,
1700016K19Rik,74230,,,,,,,,,
1700016L21Rik,72208,,,,,,,,,
1700016P03Rik,668604,,,,,,,,,
1700016P04Rik,69413,,,,,,,,,
1700017B05Rik,74211,,,,,,,,,
1700017D01Rik,69369,,,,,,,,,
1700017G19Rik,100040882,,,,,,,,,
1700017I07Rik,75506,,,,,,,,,
1700017J07Rik,75508,,,,,,,,,
1700017L05Rik,69370,,,,,,,,,
1700017N19Rik,66605,,,,,,,,,
1700018A04Rik,71307,,,,,,,,,
1700018A14Rik,69391,,,,,,,,,
1700018B08Rik,76405,,,,,,,,,
1700018B24Rik,66332,,,,,,,,,
1700018C11Rik,75524,,,,,,,,,
1700018F24Rik,69396,,,,,,,,,
1700018G05Rik,69388,,,,,,,,,
1700018L02Rik,67329,,,,,,,,,
1700018M17Rik,72245,,,,,,,,,
1700019A02Rik,69397,,,,,,,,,
1700019B03Rik,76406,,,,,,,,,
1700019B21Rik,75545,,,,,,,,,
1700019D03Rik,67080,,,,,,,,,
1700019G24Rik,72249,,,,,,,,,
1700019M22Rik,69423,,,,,,,,,
1700019N19Rik,67507,,,,,,,,,
1700019P21Rik,75546,,,,,,,,,
1700020A23Rik,75656,,,,,,,,,
1700020D05Rik,75555,,,,,,,,,
1700020G17Rik,75630,,,,,,,,,
1700020I14Rik,66602,,,,,,,,,
1700020L24Rik,66330,,,,,,,,,
1700020N01Rik,67692,,,,,,,,,
1700020N15Rik,75509,,,,,,,,,
1700020N18Rik,67086,,,,,,,,,
1700021A07Rik,76924,,,,,,,,,
1700021F05Rik,67851,,,,,,,,,
1700021F07Rik,72221,,,,,,,,,
1700021F13Rik,76926,,,,,,,,,
1700021J08Rik,72235,,,,,,,,,
1700021K19Rik,100502698,,,,,,,,,
1700021L23Rik,76410,,,,,,,,,
1700021N21Rik,69409,,,,,,,,,
1700022A21Rik,72252,,,,,,,,,
1700022A22Rik,71120,,,,,,,,,
1700022E09Rik,75636,,,,,,,,,
1700022F17Rik,69421,,,,,,,,,
1700022I11Rik,67317,,,,,,,,,
1700022N22Rik,69431,,,,,,,,,
1700023C21Rik,73257,,,,,,,,,
1700023F02Rik,69433,,,,,,,,,
1700023F06Rik,69441,,,,,,,,,
1700023H06Rik,69442,,,,,,,,,
1700024B18Rik,69393,,,,,,,,,
1700024G13Rik,67085,,,,,,,,,
1700024J04Rik,105244158,,,,,,,,,
1700024P04Rik,69382,,,,,,,,,
1700024P16Rik,242594,,,,,,,,,
1700025A08Rik,69400,,,,,,,,,
1700025B11Rik,76409,,,,,,,,,
1700025C18Rik,72211,,,,,,,,,
1700025D23Rik,100041739,,,,,,,,,
1700025F22Rik,69416,,,,,,,,,
1700025F24Rik,67081,,,,,,,,,
1700025G04Rik,69399,,,,,,,,,
1700025H01Rik,75531,,,,,,,,,
1700025J12Rik,69407,,,,,,,,,
1700025K24Rik,69418,,,,,,,,,
1700025L06Rik,66933,,,,,,,,,
1700025M24Rik,72276,,,,,,,,,
1700025N21Rik,69415,,,,,,,,,
1700025N23Rik,69986,,,,,,,,,
1700026D08Rik,75556,,,,,,,,,
1700026D11Rik,70371,,,,,,,,,
1700026F02Rik,69419,,,,,,,,,
1700026J12Rik,73255,,,,,,,,,
1700026J14Rik,69432,,,,,,,,,
1700027A07Rik,69996,,,,,,,,,
1700027A15Rik,69449,,,,,,,,,
1700027F06Rik,72268,,,,,,,,,
1700027F09Rik,69999,,,,,,,,,
1700027I24Rik,75567,,,,,,,,,
1700027J19Rik,58804,,,,,,,,,
1700028B04Rik,70001,,,,,,,,,
1700028D13Rik,75569,,,,,,,,,
1700028E10Rik,625175,,,,,,,,,
1700028I16Rik,70003,,,,,,,,,
1700028J19Rik,70004,,,,,,,,,
1700028K03Rik,76421,,,,,,,,,
1700028N14Rik,73280,,,,,,,,,
1700028P14Rik,67483,,,,,,,,,
1700028P15Rik,75655,,,,,,,,,
1700029B22Rik,69495,,,,,,,,,
1700029B24Rik,72283,,,,,,,,,
1700029E06Rik,72250,,,,,,,,,
1700029F12Rik,66479,,,,,,,,,
1700029H14Rik,66501,,,,,,,,,
1700029I15Rik,75641,,,,,,,,,
1700029J07Rik,69479,,,,,,,,,
1700029M03Rik,69476,,,,,,,,,
1700029M20Rik,73937,,,,,,,,,
1700029N11Rik,69491,,,,,,,,,
1700029P11Rik,66346,,,,,,,,,
1700030A11Rik,74179,,,,,,,,,
1700030C10Rik,69513,,,,,,,,,
1700030C12Rik,72246,,,,,,,,,
1700030C14Rik,75662,,,,,,,,,
1700030F04Rik,72263,,,,,,,,,
1700030J22Rik,69528,,,,,,,,,
1700030K09Rik,72254,,,,,,,,,
1700030L20Rik,70055,,,,,,,,,
1700030M09Rik,72259,,,,,,,,,
1700030N03Rik,70011,,,,,,,,,
1700030O20Rik,72286,,,,,,,,,
1700031A10Rik,73286,,,,,,,,,
1700031F10Rik,73317,56691,,,,,,,,
1700031L13Rik,67327,,,,,,,,,
1700031M16Rik,73302,,,,,,,,,
1700031P21Rik,73278,,,,,,,,,
1700034E13Rik,78414,,,,,,,,,
1700034G24Rik,67325,,,,,,,,,
1700034H15Rik,98736,,,,,,,,,
1700034I23Rik,73297,,,,,,,,,
1700034J05Rik,73344,,,,,,,,,
1700034K08Rik,78349,,,,,,,,,
1700034O15Rik,76606,,,,,,,,,
1700034P13Rik,73331,,,,,,,,,
1700036A12Rik,100040447,,,,,,,,,
1700036G14Rik,73283,,,,,,,,,
1700036O09Rik,73262,,,,,,,,,
1700037C06Rik,74263,,,,,,,,,
1700037C18Rik,73261,,,,,,,,,
1700037H04Rik,67326,,,,,,,,,
1700039I01Rik,73346,,,,,,,,,
1700039M10Rik,67518,,,,,,,,,
1700040D17Rik,76602,,,,,,,,,
1700040K01Rik,102631675,,,,,,,,,
1700040L02Rik,73287,,,,,,,,,
1700040L08Rik,73294,,,,,,,,,
1700041C23Rik,67319,,,,,,,,,
1700041G16Rik,73299,,,,,,,,,
1700041M19Rik,76601,,,,,,,,,
1700042D02Rik,73337,,,,,,,,,
1700042G07Rik,67323,,,,,,,,,
