2610008E11Rik,72128
2610039C10Rik,66578
2610305D13Rik,112422
2700081O15Rik,108899
3110052M02Rik,73229
4930522L14Rik,100041734
5730507C01Rik,236366
9130019O22Rik,78921
A430033K04Rik,243308
AA987161,100416706
AI607873,226691
AI987944,233168
Abra,223513
Abt1,30946
Actl6a,56456
Actn2,11472
Adnp,11538
Aebp1,11568
Aebp2,11569
Aes,14797
Aff1,17355
Aff2,14266
Aff3,16764
Ahr,11622
Aim2,383619
Aire,11634
Alx1,216285
Alx3,11694
Alx4,11695
Ankrd1,107765
Apbb3,225372
Ar,11835
Arid3a,13496
Arid3b,56380
Arid4a,238247
Arid4b,94246
Arid5a,214855
Arid5b,71371
Arnt2,11864
Arntl,11865
Arntl2,272322
Arx,11878
Ascl1,17172
Ascl2,17173
Ascl3,56787
Ash1l,192195
Ash2l,23808
Atf3,11910
Atf5,107503
Atf6,226641
Atf6b,12915
Atn1,13498
Atoh1,11921
Atoh8,71093
Atxn7l3,217218
BC006779,229003
BC094916,545384
Bach2,12014
Bahd1,228536
Barhl1,54422
Barx1,12022
Barx2,12023
Batf,53314
Batf2,74481
Batf3,381319
Baz1a,217578
Baz2b,407823
Bbx,70508
Bcl10,12042
Bcl11a,14025
Bcl11b,58208
Bcl3,12051
Bcl6,12053
Bcl6b,12029
Bcl9l,80288
Bcor,71458
Bhlha15,17341
Bhlhe22,59058
Bhlhe23,140489
Bhlhe40,20893
Bhlhe41,79362
Bnc1,12173
Bnc2,242509
Bnip3,12176
Brca1,12189
Brd9,105246
Brdt,114642
Bsx,244813
C1d,57316
C80913,19777
Camta1,100072
Camta2,216874
Carhsp1,52502
Casp8ap2,26885
Cbx4,12418
Cbx5,12419
Cbx7,52609
Cbx8,30951
Ccdc79
Ccne1,12447
Cdk7,12572
Cdr2,12585
Cdx1,12590
Cdx2,12591
Cebpa,12606
Cebpb,12608
Cebpe,110794
Cenpa,12615
Cenph,26886
Cenpi,102920
Cenpk,60411
Cenpn,72155
Cenpo,52504
Cenpp,66336
Cenpq,83815
Cenpv,73139
Chd1l,68058
Chd3,216848
Chd5,269610
Chd6,71389
Chmp3,66700
Chrac1,93696
Ciita,12265
Cir1,66935
Cited1,12705
Clock,12753
Cnot4,53621
Cops5,26754
Cphx,105594
Creb3l1,26427
Creb3l2,208647
Creb3l3,208677
Creb3l4,78284
Creb5,231991
Crebl2,232430
Creg1,433375
Crem,12916
Crtc1,382056
Crym,12971
Csda
Csdc2,105859
Csrp2,13008
Csrp3,13009
Ctcfl,664799
Cux2,13048
Dach1,13134
Dbp,13170
Dbx1,13172
Dcc,13176
Ddit3,13198
Ddx1,104721
Deaf1,54006
Dlx1,13390
Dlx2,13392
Dlx3,13393
Dlx4,13394
Dlx5,13395
Dlx6,13396
Dmap1,66233
Dmrt1,50796
Dmrt2,226049
Dmrt3,240590
Dmrta2,242620
Dmrtb1,56296
Dmrtc2,71241
Dmtf1,23857
Dnajc1,13418
Dnajc2,22791
Dnmt3b,13436
Dpf1,29861
Dtx1,14357
Duxbl,664783,278672
E2f1,13555
E2f2,242705
E2f3,13557
E2f5,13559
E2f6,50496
E2f7,52679
E2f8,108961
E430018J23Rik,101604
Ebf1,13591
Ebf2,13592
Ebf3,13593
Ebf4,228598
Eed,13626
Egr1,13653
Egr2,13654
Egr3,13655
