Zfp146,26465
Ets1,23871
Mxd3,17121
Rhox6,-
Zfp82,330502
Lef1,16842
Hoxa5,15402
Ahr,11622
Gmeb1,56809
E2f5,13559
Hoxb5,15413
Nr0b1,11614
Elf2,69257
Rest,19712
Zfp644,52397
Sox6,20679
Gm5294,384244
Nfix,18032
Tcf7,21414
Zbtb22,81630
Hoxd8,15437
Tbx22,245572
Zfp870,240066
Zfp872,619310
Gm4981,245263
Insm2,56856
Msx3,17703
Nfe2l3,18025
Gm28168,-
Rfx4,71137
Foxa3,15377
Zbtb25,109929
Gm28363,-
Foxc2,14234
Gabpa,14390
Gm10226,-
Hmbox1,219150
Zfp707,69020
AC113536.1,-
Nanog,71950
Zfp459,328274
Gm9045,-
Zfp202,80902
Hmx3,15373
Zfp712,78251
Irf5,27056
Foxi1,14233
Zkscan7,382118
Hoxa4,15401
Sox17,20671
Rhox2h,622301
Dux,-
Bhlhe41,79362
Baz2b,407823
Gm2004,-
Zkscan8,93681
Npas3,27386
Gm10139,-
Gm9048,-
Glmp,56700
Zfp442,668923
Zfp105,22646
Spi1,20375
Esr2,13983
Zfp943,74670
Gm14443,-
Gm11007,-
Zfp580,68992
CT573016.1,-
Zfp36l2,12193
Foxa2,15376
Myf6,17878
Nr1d2,353187
Six3,20473
Zfp740,68744
Nr2e3,23958
Foxq1,15220
Rere,68703
Rhox3a,382209
Csrnp1,215418
Snai2,20583
Prop1,19127
Duxf3,-
Myf5,17877
Sox9,20682
Camta2,216874
Sox4,20677
Esr1,13982
Zfp266,77519
Zfp54,22712
Hes6,55927
Nkx2-1,21869
Foxo4,54601
Aff1,17355
Tbx3,21386
Gm44973,-
Zfp748,212276
Zfp352,236537
Ssrp1,20833
Zfp936,668620
Arid1a,93760
Tcf24,100039596
Sox2,20674
Sox10,20665
Thap2,66816
Zfp772,232855
Bbx,70508
Gbx2,14472
Rhox3g,546294
Hlx,15284
Fezf1,73191
Eomes,13813
Pitx1,18740
Zfp866,330788
Hoxc4,15423
Tal1,21349
Gmeb2,229004
Ybx3,56449
Zfp874a,238692
Rxra,20181
Atf4,11911
Esx1,13984
Ascl4,67341
Zfp663,381405
Zfp941,407812
Sox1,20664
Arid4b,94246
Atf6,226641
Lhx8,16875
Tcf3,21423
Meis3,17537
Sox13,20668
Litaf,545182
Peg3,18616
Lrrfip2,71268
Srf,20807
Lhx5,16873
Zfp869,66869
Snai3,30927
Foxg1,15228
Insm1,53626
Zfp37,22696
Foxo1,56458
Zfp846,244721
Zfp600,-
Zfhx2,239102
Klf7,93691
Zfp455,218311
Zfp654,72020
Id1,15901
Tgif2lx1,245583
Thap12,72981
Gm35315,102638847
Dlx2,13392
Nfatc4,73181
Klf1,16596
E2f3,13557
Zfp787,67109
Zfp868,234362
Foxj2,60611
Zfp61,22719
Terf1,21749
Egr4,13656
Zfp42,22702
4930522L14Rik,100041734
Zfp474,66758
Zfp445,235682
Gm10772,-
Gm5141,380850
Prrxl1,107751
Stat1,20846
Aff2,14266
Glis3,226075
Foxo3,56484
Foxe1,110805
Rex2,100043034
AW146154,101835
Zfp473,243963
Mafa,378435
Zfp966,667962
Zfp148,22661
Gm14308,100043381
Irf2,16363
Zfp108,54678
Zbtb45,232879
Gm21836,-
Nfatc2,18019
Ascl5,226439
Zfp790,233056
Prox2,73422
Zbtb8a,73680
Nfat5,54446
2810021J22Rik,69944
Dlx4,13394
Zfp651,270210
Gm9040,-
Creb3,12913
Gm9376,668814
Zfp39,22698
Cdc5l,71702
Sebox,18292
Tbx6,21389
Cebpd,12609
Hes3,15207
Smad6,17130
Jazf1,231986
Hif3a,53417
Mef2c,17260
Zfp940,233057
Zfp808,630579
AC166164,-
Otx1,18423
Zfat,380993
Zfp114,232966
Trps1,83925
Barhl1,54422
Ubtfl1,546118
Zic2,22772
Rhox2g,434766
Rhox2e,100040016
Gcfc2,330361
Myc,17869
Zfp457,431706
Pou4f3,18998
Zfp758,224598
Gm14296,102639598
Pax1,18503
Nr1i3,12355
Sox5,20678
AC168977.1,102638047
Rit1,58208
5430403G16Rik,-
Foxn1,15218
Zfp385a,29813
Zfp623,78834
Mta2,23942
Zfp985,433804
Atoh1,11921
Hey2,15214
Hbp1,73389
Zfp536,243937
Hmgb1,15289
Hnf1a,21405
Pou4f1,18996
Zfp961,234413
Thap4,67026
Srebf1,20787
Pbx3,18516
Mafg,17134
Ebf3,13593
Pitx3,18742
Elk1,13712
Nr4a3,18124
Zbtb43,71834
Zscan5b,170734
Gm6020,-
Zik1,22775
Evx2,14029
Arid3b,56380
Gm3854,-
Rhox4e,194856
Zkscan6,52712
Foxp1,108655
Gm17655,-
Nfyb,18045
Nr3c2,110784
Nr5a2,26424
Foxa1,15375
Ubtf,21429
Zfp41,22701
L3mbtl4,320858
Zfp251,71591
Duxbl1,278672
Zfp273,212569
Tox3,244579
Hoxa1,15394
Fosb,14282
Gm14418,-
Nrf1,18181
Foxm1,14235
Obox8,-
Hand2,15111
Zfp516,329003
Gata1,14460
Atf6b,12915
Zfp408,381410
Hmg20a,66867
Nfe2l2,18024
Arnt,11863
Zbtb24,268294
Pou4f2,18997
Zfp64,22722
Rhox4a,664609
Ikzf2,22779
Ebf2,13592
Spic,20728
Vax2,24113
Zfp949,71640
Mafb,16658
Zfp292,30046
Pax4,18506
Nr1i2,18171
Zfp969,102639505
Prox1,19130
Zfp275,27081
Zfp980,100041379
Etv2,14008
Zbtb38,245007
Mef2a,17258
Zfp62,22720
Arntl,11865
Lyl1,17095
Zbtb3,75291
Mbd1,17190
Rarg,19411
Erf,13875
Twist2,13345
Nr0b2,23957
Zfp775,243372
Ahrr,11624
Msx2,17702
Klf14,619665
Elk3,13713
Elk4,13714
Tfap2d,226896
Atoh7,53404
Gm9772,-
Creb3l3,208677
Nr4a2,18227
Gsx1,14842
Nkx2-5,18091
Zfp472,224691
Rcor3,214742
Sp5,64406
Gm4881,232974
Zfp993,-
Mitf,17342
Mycn,18109
Tcf21,21412
Zfp287,170740
Zfp7,223669
Hmga1,15361
Rhox3e,100135657
Rhox4a2,100861640
Prrx2,20204
Crx,12951
Foxk1,17425
Thap1,73754
Zfp433,73610
Klf5,12224
Hhex,-
Zfp618,72701
Nfya,18044
Plagl2,54711
Prdm14,383491
Mbd2,17191
Setdb2,239122
Phox2b,18935
Rcor3,-
Zfp507,668501
Zfp871,208292
Smad1,17125
Zfp970,628308
Hoxb1,15407
Six5,20475
Zfp988,-
Mixl1,27217
Zfp59,22717
Usf1,22278
Pms1,227099
Ferd3l,114712
Hic1,15248
Gm3055,-
Ascl3,56787
Sohlh2,74434
Elf3,13710
Zfp850,100043772
Hoxb2,103889
Zkscan2,210162
AI854703,243373
Zfp142,77264
Mtf1,17764
Zfp1,22640
Sp110,109032
Rara,19401
Foxd2,17301
Baz2a,116848
Zfp995,70081
Gsx2,14843
Rreb1,68750
AW822073,100504180
Sox18,20672
Prdm2,110593
Ddit3,13198
Gm38394,-
Cebpe,110794
Zfp30,22693
Zscan4d,545913
Hoxa10,15395
Zfp128,243833
Zfp26,22688
Zfp296,63872
Alx3,11694
Trp53,22059
Ncor2,20602
Zfp960,449000
Gm21060,-
Ppara,19013
Zfp444,72667
Zfp51,22709
Gm14393,664987
Zfp992,-
Klf3,16599
Foxp2,114142
Maff,17133
Cux2,13048
Zfp747,269997
Zhx2,387609
Gm3604,100041979
Zscan26,432731
Pax7,18509
Dach2,93837
Foxj1,15223
Tal2,21350
Smad5,17129
Hinfp,102423
Zbtb48,100090
Dlx6,13396
Nkx6-3,74561
Zfp612,234725
AU041133,216177
Zbtb7c,207259
Zfp831,100043757
Zfp944,319615
Gm14401,-
Fev,260298
Zfp72,238722
Ikzf4,22781
Zfp91,664779
Pax6,18508
Zfp407,240476
Cphx1,105594
Zfp809,235047
Crem,12916
Rarb,218772
Erg,13876
Sox15,20670
Deaf1,54006
Zfp2,22678
Hsf2,15500
Nr2f2,11819
E2f1,13555
Tcf23,69852
Nfib,18028
Hoxb4,15412
Hmx2,15372
Zfp647,239546
Nfkb1,18033
Prdm1,12142
Zfp964,636741
Zfp78,330463
Zbtb20,56490
Nfil3,18030
Zscan4b,665780
Sub1,20024
Zfp990,101056073
Ctcf,13018
Ovol1,18426
Obox3,246791
Foxr2,436240
Sox30,214105
Mkrn2,67027
Zfp697,242109
Zfp746,69228
Zfp235,56525
Zfp600,667666
Mecp2,17257
Nr2c1,22025
LO018689.4,-
Evx1,14028
Spib,272382
Gm14403,-
Hoxa13,-
Spdef,30051
Gm32717,-
Gcm2,107889
Zfp605,675812
Pgr,18667
Dlx3,13393
Hoxb9,15417
Shox2,20429
Zfp236,329002
Mafk,17135
Zfp157,72154
Fli1,14247
Dmrt1,50796
Max,17187
Mxd1,17119
Hoxc9,15427
2610044O15Rik8,72139
Rhox2d,434760
Prdm12,381359
Zfp938,237411
Zfp112,57745
Tada2b,231151
Klf9,16601
Zfp169,67911
2410141K09Rik,76803
Trp63,22061
Zfp60,22718
Nr3c1,14815
Zfp182,319535
Zfp646,233905
Zkscan5,22757
Tead1,21676
Hoxa6,15403
Nfe2l1,18023
Prdm8,77630
Zmiz2,52915
Ovol2,107586
Zfp523,224656
Zfp94,22756
Mesp2,17293
Zfp658,210104
Tcf7l1,21415
Hdx,245596
Barx1,12022
Zfp46,22704
Bhlhe23,140489
Tfam,21780
Bach2,12014
Zfp109,56869
Tox,252838
Gm14419,-
Stat6,20852
Gfi1b,14582
Sox12,20667
Gtf3a,66596
Lhx6,16874
Pou3f3,18993
Gm12258,108167848
Stat3,20848
Gm5767,-
Zfp28,22690
Pou2f3,18988
Zfx,22764
Rfx3,19726
Dach1,13134
Arid5a,214855
Satb1,20230
Tfap2c,21420
Cux1,13047
Zfp429,72807
Zfp541,666528
Smad3,17127
Yy2,100073351
Zfp81,224694
Olig1,50914
Sox14,20669
Pknox2,208076
Ctcfl,664799
Nobox,18291
Tada2a,217031
Bcl6,12053
Jun,16476
Tbx15,21384
Tlx2,21909
Mzf1,109889
Clock,12753
Zfp974,73430
Ikzf5,67143
Zfp90,22751
Zfp683,-
Zfp989,-
Foxi2,270004
Prdm10,382066
Jarid2,16468
Nrl,18185
Foxe3,30923
Csrnp2,207785
Tlx1,21908
Rcor1,217864
Pou3f1,18991
Arid3a,13496
Lmx1a,110648
Tcf4,21413
Gm15446,100642166
Zfp759,268670
Zfp947,210853
Zfp607b,112415
Tbx20,57246
Zfp945,240041
Zfp84,74352
Mef2b,105980076
Six6,20476
Zic5,65100
Rorb,225998
Nr1h3,22259
Mbd4,17193
AC153379,-
Arid5b,71371
Rxrb,20182
Vsx1,114889
Zfp953,629016
Dbx1,13172
Gm28557,-
Foxb1,64290
Tsc22d2,72033
Sim1,20464
Klf10,21847
Tsc22d4,78829
Mbd3,17192
E2f8,108961
Rhox2c,100039948
Zfp141,434178
Gm14406,-
Klf2,16598
Gm14434,668039
Onecut3,246086
Zfp689,71131
Klf12,16597
Zbed4,223773
Satb2,212712
Mybl1,17864
Hnf1b,21410
Zfp950,414758
Rhox7a,547168
Maf,17132
Cphx2,100039213
Zfp286,192651
Zfp709,236193
Gm4767,210583
Hoxc8,15426
Klf11,194655
Prdm9,213389
Usf2,22282
Etv3,27049
Ybx1,22608
Pknox1,18771
Gm13212,433801
2210418O10Rik,100504263
Zfp976,208111
Duxbl2,100039227
Foxl2,26927
Creb3l4,78284
Zbtb14,22666
Mlxip,208104
Nfxl1,100978
Zfp652,268469
Zscan4e,-
Sp7,170574
Dmrtc2,71241
LO018689.1,-
Ebf1,13591
Osr2,107587
Zfp418,232854
Mnt,17428
Creb3l1,26427
Hoxc12,15421
Atf5,107503
Prdm16,70673
Tfdp2,211586
Zhx1,-
Hoxd1,15429
Repin1,58887
Zbtb46,72147
Zfp113,56314
Setdb1,84505
Gm10509,-
Zfp987,-
Lbx1,16814
Zfpm1,22761
Gm10770,-
Thap7,69009
Mier3,218613
Irf9,16391
Grhl2,252973
Hoxb6,15414
Zfp551,619331
Olig2,50913
E2f2,242705
Zfp692,103836
Esrra,26379
Tfe3,209446
Zfp667,384763
Pias4,59004
En2,13799
Zfp120,104348
Jund,16478
Prdm15,114604
Klf15,66277
Jund,-
Mycl,16918
Zfp800,627049
Zfp58,238693
Tfap2b,21419
Dmrta1,242523
Nr1h2,22260
Fos,14281
Zfp24,59057
Nr2c2,22026
Ebf4,228598
Zbtb18,30928
Foxp3,20371
Runx3,12399
Tfec,21426
Gsc2,195333
Nfatc1,18018
Gm28360,-
Tcfl5,277353
Zfp575,101544
Zfp956,101197
Gm14412,-
Wiz,22404
Gm21994,-
T,20997
Zfp397,69256
Sim2,20465
Zfp426,235028
Zfp771,244216
Gm9049,-
Zfp984,100041677
Tcf15,21407
Arx,11878
Zfp882,382019
Neurod2,18013
Zfp946,74149
Gm14139,100271882
Smarce1,57376
Ncor1,20185
Zfp189,230162
Sp1,20683
Nkx2-3,18089
Zfp260,26466
Rhox4g,664608
Aff3,16764
Sall2,50524
Zfp579,68490
Hey1,15213
Prdm4,72843
Tshz1,110796
Zfp768,233890
Zfp958,233987
Maz,17188
Zkscan16,100041581
Zfp160,224585
Zfp963,620419
Zfp672,319475
Zbtb37,240869
D130040H23Rik,211135
Zfp13,22654
Zfp616,327963
Zbtb2,381990
Irf1,16362
Zbtb26,320633
Mlx,21428
Sp100,20684
Crebzf,233490
Zfhx4,80892
Ikzf1,22778
En1,13798
Atf7,223922
Pou2f1,18986
